fecha,departamento,municipio,precipitacion_mm,demanda_municipio_est_gwh,demanda_predicha_gwh,error_absoluto
2026-03-23,Norte de Santander,Pamplona,5.375,0.00206,0.0015958225943223424,0.0004641774056776578
2026-03-23,Norte de Santander,Villa del Rosario,5.375,0.0,0.0,0.0
2026-03-23,Putumayo,Putumayo,0.0,0.0,0.0,0.0
2026-03-23,Putumayo,Mocoa,10.933333333333332,0.076104,0.06907273499898346,0.007031265001016543
2026-03-23,Putumayo,Orito,10.933333333333332,0.00028,0.00025546276295945037,2.453723704054961e-05
2026-03-23,Putumayo,Puerto Asís,10.933333333333332,0.0,0.0,0.0
2026-03-23,Quindío,Quindío,0.0,0.0,0.0,0.0
2026-03-23,Quindío,Armenia,6.9,0.072341,0.08022264666666662,0.007881646666666617
2026-03-23,Quindío,Calarcá,6.9,0.0,0.0,0.0
2026-03-23,Quindío,Montenegro,6.9,0.009138,0.01012451249999997,0.0009865124999999704
2026-03-23,Quindío,Quimbaya,6.9,0.004548,0.004987062984626484,0.0004390629846264841
2026-03-23,Risaralda,Risaralda,0.0,0.0,0.0,0.0
2026-03-23,Risaralda,Belén de Umbría,23.25,0.0,0.0,0.0
2026-03-23,Risaralda,Dosquebradas,23.25,0.0,0.0,0.0
